DrugID	drugname	code	level	l1	l2	l3	l4
DB00118	Ademetionine	A16AA02	alimentary tract and metabolism;other alimentary tract and metabolism products;other alimentary tract and metabolism products;amino acids and derivatives	alimentary tract and metabolism	other alimentary tract and metabolism products	other alimentary tract and metabolism products	amino acids and derivatives
DB00119	Pyruvic acid	NA	NA	NA	NA	NA	NA
DB00120	Phenylalanine	NA	NA	NA	NA	NA	NA
DB00121	Biotin	A11HA05	alimentary tract and metabolism;vitamins;other plain vitamin preparations;other plain vitamin preparations	alimentary tract and metabolism	vitamins	other plain vitamin preparations	other plain vitamin preparations
DB00122	Choline	NA	NA	NA	NA	NA	NA
DB00123	L-Lysine	V03AF11	various;all other therapeutic products;all other therapeutic products;detoxifying agents for antineoplastic treatment	various	all other therapeutic products	all other therapeutic products	detoxifying agents for antineoplastic treatment
DB00123	L-Lysine	B05XB03	blood and blood forming organs;blood substitutes and perfusion solutions;i.v. solution additives;amino acids	blood and blood forming organs	blood substitutes and perfusion solutions	i.v. solution additives	amino acids
DB00125	Arginine	V03AF11	various;all other therapeutic products;all other therapeutic products;detoxifying agents for antineoplastic treatment	various	all other therapeutic products	all other therapeutic products	detoxifying agents for antineoplastic treatment
DB00125	Arginine	B05XB01	blood and blood forming organs;blood substitutes and perfusion solutions;i.v. solution additives;amino acids	blood and blood forming organs	blood substitutes and perfusion solutions	i.v. solution additives	amino acids
DB00126	Ascorbic acid	G01AD03	genito urinary system and sex hormones;gynecological antiinfectives and antiseptics;antiinfectives and antiseptics, excl. combinations with corticosteroids;organic acids	genito urinary system and sex hormones	gynecological antiinfectives and antiseptics	antiinfectives and antiseptics, excl. combinations with corticosteroids	organic acids
DB00126	Ascorbic acid	A11GA01	alimentary tract and metabolism;vitamins;ascorbic acid (vitamin c), incl. combinations;ascorbic acid (vitamin c), plain	alimentary tract and metabolism	vitamins	ascorbic acid (vitamin c), incl. combinations	ascorbic acid (vitamin c), plain
DB00126	Ascorbic acid	A11GB01	alimentary tract and metabolism;vitamins;ascorbic acid (vitamin c), incl. combinations;ascorbic acid (vitamin c), combinations	alimentary tract and metabolism	vitamins	ascorbic acid (vitamin c), incl. combinations	ascorbic acid (vitamin c), combinations
DB00126	Ascorbic acid	S01XA15	sensory organs;ophthalmologicals;other ophthalmologicals;other ophthalmologicals	sensory organs	ophthalmologicals	other ophthalmologicals	other ophthalmologicals
DB00127	Spermine	NA	NA	NA	NA	NA	NA
DB00128	Aspartic acid	NA	NA	NA	NA	NA	NA
DB00129	Ornithine	A05BA06	alimentary tract and metabolism;bile and liver therapy;liver therapy, lipotropics;liver therapy	alimentary tract and metabolism	bile and liver therapy	liver therapy, lipotropics	liver therapy
DB00130	L-Glutamine	A16AA03	alimentary tract and metabolism;other alimentary tract and metabolism products;other alimentary tract and metabolism products;amino acids and derivatives	alimentary tract and metabolism	other alimentary tract and metabolism products	other alimentary tract and metabolism products	amino acids and derivatives
DB00131	Adenosine phosphate	NA	NA	NA	NA	NA	NA
DB00132	alpha-Linolenic acid	NA	NA	NA	NA	NA	NA
DB00133	Serine	NA	NA	NA	NA	NA	NA
DB00134	Methionine	V03AB26	various;all other therapeutic products;all other therapeutic products;antidotes	various	all other therapeutic products	all other therapeutic products	antidotes
DB00135	Tyrosine	NA	NA	NA	NA	NA	NA
DB00136	Calcitriol	D05AX03	dermatologicals;antipsoriatics;antipsoriatics for topical use;other antipsoriatics for topical use	dermatologicals	antipsoriatics	antipsoriatics for topical use	other antipsoriatics for topical use
DB00136	Calcitriol	A11CC04	alimentary tract and metabolism;vitamins;vitamin a and d, incl. combinations of the two;vitamin d and analogues	alimentary tract and metabolism	vitamins	vitamin a and d, incl. combinations of the two	vitamin d and analogues
DB00137	Lutein	NA	NA	NA	NA	NA	NA
DB00138	Cystine	NA	NA	NA	NA	NA	NA
DB00139	Succinic acid	NA	NA	NA	NA	NA	NA
DB00140	Riboflavin	A11HA04	alimentary tract and metabolism;vitamins;other plain vitamin preparations;other plain vitamin preparations	alimentary tract and metabolism	vitamins	other plain vitamin preparations	other plain vitamin preparations
DB00140	Riboflavin	S01XA26	sensory organs;ophthalmologicals;other ophthalmologicals;other ophthalmologicals	sensory organs	ophthalmologicals	other ophthalmologicals	other ophthalmologicals
DB00141	N-Acetylglucosamine	NA	NA	NA	NA	NA	NA
DB00142	Glutamic acid	A09AB01	alimentary tract and metabolism;digestives, incl. enzymes;digestives, incl. enzymes;acid preparations	alimentary tract and metabolism	digestives, incl. enzymes	digestives, incl. enzymes	acid preparations
DB00143	Glutathione	V03AB32	various;all other therapeutic products;all other therapeutic products;antidotes	various	all other therapeutic products	all other therapeutic products	antidotes
DB00144	Phosphatidyl serine	NA	NA	NA	NA	NA	NA
DB00145	Glycine	B05CX03	blood and blood forming organs;blood substitutes and perfusion solutions;irrigating solutions;other irrigating solutions	blood and blood forming organs	blood substitutes and perfusion solutions	irrigating solutions	other irrigating solutions
DB00146	Calcifediol	A11CC06	alimentary tract and metabolism;vitamins;vitamin a and d, incl. combinations of the two;vitamin d and analogues	alimentary tract and metabolism	vitamins	vitamin a and d, incl. combinations of the two	vitamin d and analogues
DB00147	Pyridoxal	NA	NA	NA	NA	NA	NA
DB00148	Creatine	NA	NA	NA	NA	NA	NA
DB00149	Leucine	NA	NA	NA	NA	NA	NA
DB00150	Tryptophan	N06AX02	nervous system;psychoanaleptics;antidepressants;other antidepressants	nervous system	psychoanaleptics	antidepressants	other antidepressants
DB00151	Cysteine	NA	NA	NA	NA	NA	NA
DB00152	Thiamine	A11DA01	alimentary tract and metabolism;vitamins;vitamin b1, plain and in combination with vitamin b6 and b12;vitamin b1, plain	alimentary tract and metabolism	vitamins	vitamin b1, plain and in combination with vitamin b6 and b12	vitamin b1, plain
DB00153	Ergocalciferol	A11CC01	alimentary tract and metabolism;vitamins;vitamin a and d, incl. combinations of the two;vitamin d and analogues	alimentary tract and metabolism	vitamins	vitamin a and d, incl. combinations of the two	vitamin d and analogues
DB00154	Dihomo-gamma-linolenic acid	NA	NA	NA	NA	NA	NA
DB00155	Citrulline	NA	NA	NA	NA	NA	NA
DB00156	Threonine	NA	NA	NA	NA	NA	NA
DB00157	NADH	NA	NA	NA	NA	NA	NA
DB00158	Folic acid	B03AE02	blood and blood forming organs;antianemic preparations;iron preparations;iron in other combinations	blood and blood forming organs	antianemic preparations	iron preparations	iron in other combinations
DB00158	Folic acid	V04CX02	various;diagnostic agents;other diagnostic agents;other diagnostic agents	various	diagnostic agents	other diagnostic agents	other diagnostic agents
DB00158	Folic acid	B03BB01	blood and blood forming organs;antianemic preparations;vitamin b12 and folic acid;folic acid and derivatives	blood and blood forming organs	antianemic preparations	vitamin b12 and folic acid	folic acid and derivatives
DB00158	Folic acid	B03AE01	blood and blood forming organs;antianemic preparations;iron preparations;iron in other combinations	blood and blood forming organs	antianemic preparations	iron preparations	iron in other combinations
DB00158	Folic acid	B03BB51	blood and blood forming organs;antianemic preparations;vitamin b12 and folic acid;folic acid and derivatives	blood and blood forming organs	antianemic preparations	vitamin b12 and folic acid	folic acid and derivatives
DB00159	Icosapent	NA	NA	NA	NA	NA	NA
DB00160	Alanine	NA	NA	NA	NA	NA	NA
DB00161	Valine	NA	NA	NA	NA	NA	NA
DB00162	Vitamin A	S01XA02	sensory organs;ophthalmologicals;other ophthalmologicals;other ophthalmologicals	sensory organs	ophthalmologicals	other ophthalmologicals	other ophthalmologicals
DB00162	Vitamin A	V04CB01	various;diagnostic agents;other diagnostic agents;tests for fat absorption	various	diagnostic agents	other diagnostic agents	tests for fat absorption
DB00162	Vitamin A	D10AD02	dermatologicals;anti-acne preparations;anti-acne preparations for topical use;retinoids for topical use in acne	dermatologicals	anti-acne preparations	anti-acne preparations for topical use	retinoids for topical use in acne
DB00162	Vitamin A	R01AX02	respiratory system;nasal preparations;decongestants and other nasal preparations for topical use;other nasal preparations	respiratory system	nasal preparations	decongestants and other nasal preparations for topical use	other nasal preparations
DB00162	Vitamin A	A11CA01	alimentary tract and metabolism;vitamins;vitamin a and d, incl. combinations of the two;vitamin a, plain	alimentary tract and metabolism	vitamins	vitamin a and d, incl. combinations of the two	vitamin a, plain
DB00163	Vitamin E	NA	NA	NA	NA	NA	NA
DB00165	Pyridoxine	J04AM08	antiinfectives for systemic use;antimycobacterials;drugs for treatment of tuberculosis;combinations of drugs for treatment of tuberculosis	antiinfectives for systemic use	antimycobacterials	drugs for treatment of tuberculosis	combinations of drugs for treatment of tuberculosis
DB00165	Pyridoxine	A11HA02	alimentary tract and metabolism;vitamins;other plain vitamin preparations;other plain vitamin preparations	alimentary tract and metabolism	vitamins	other plain vitamin preparations	other plain vitamin preparations
DB00166	Lipoic acid	A16AX01	alimentary tract and metabolism;other alimentary tract and metabolism products;other alimentary tract and metabolism products;various alimentary tract and metabolism products	alimentary tract and metabolism	other alimentary tract and metabolism products	other alimentary tract and metabolism products	various alimentary tract and metabolism products
DB00167	Isoleucine	NA	NA	NA	NA	NA	NA
DB00168	Aspartame	NA	NA	NA	NA	NA	NA
DB00169	Cholecalciferol	M05BB09	musculo-skeletal system;drugs for treatment of bone diseases;drugs affecting bone structure and mineralization;bisphosphonates, combinations	musculo-skeletal system	drugs for treatment of bone diseases	drugs affecting bone structure and mineralization	bisphosphonates, combinations
DB00169	Cholecalciferol	M05BX53	musculo-skeletal system;drugs for treatment of bone diseases;drugs affecting bone structure and mineralization;other drugs affecting bone structure and mineralization	musculo-skeletal system	drugs for treatment of bone diseases	drugs affecting bone structure and mineralization	other drugs affecting bone structure and mineralization
DB00169	Cholecalciferol	M05BB07	musculo-skeletal system;drugs for treatment of bone diseases;drugs affecting bone structure and mineralization;bisphosphonates, combinations	musculo-skeletal system	drugs for treatment of bone diseases	drugs affecting bone structure and mineralization	bisphosphonates, combinations
DB00169	Cholecalciferol	M05BB08	musculo-skeletal system;drugs for treatment of bone diseases;drugs affecting bone structure and mineralization;bisphosphonates, combinations	musculo-skeletal system	drugs for treatment of bone diseases	drugs affecting bone structure and mineralization	bisphosphonates, combinations
